Serial_No,Lot,Engine_Temp_0h,Engine_Temp_24h,Engine_Vibration_0h,Engine_Vibration_24h,Vehicle_Voltage_0h,Vehicle_Voltage_24h,Engine_Temp_24h_Max_Limit,Engine_Vibration_24h_Max_Limit
LOT-A-193,LOT-A,95.66328022240879,90.610665022047,1.2456861264602832,1.790514320028108,13.673256738854072,13.036370975911401,105.0,2.9
LOT-B-194,LOT-B,78.38120967881588,82.44826654550762,1.667948135657164,1.687501223290498,13.712794283281145,13.802484135366544,105.0,2.9
LOT-C-195,LOT-C,90.52474779261462,80.24896726604602,1.5247122044637542,1.484742190907886,13.368381757773793,13.503007539898759,105.0,2.9
LOT-A-196,LOT-A,87.48393718926405,88.32803159113769,1.2363331716410688,1.5743811261929226,14.505541512173389,13.320360256143283,105.0,2.9
LOT-B-197,LOT-B,80.91420949030878,90.71106290541312,1.7491570402037178,1.8206514665447502,13.408098862453723,14.059314173087149,105.0,2.9
LOT-C-198,LOT-C,84.70160480827543,84.50654360134128,1.4478806192050109,1.6717378682526114,14.04993199982256,13.924579457247804,105.0,2.9
LOT-A-199,LOT-A,87.90550306155434,93.60478444498747,1.6203723933496619,1.9329558149881212,13.308645921816783,13.133297362621835,105.0,2.9
LOT-B-200,LOT-B,91.25802587578944,83.38363723704559,1.5246201998811533,1.6744932844759877,13.629217205770939,13.536743789414437,105.0,2.9
LOT-C-201,LOT-C,93.8490314897482,78.36975336260133,1.8209684086807074,2.296744809126327,13.808254596198124,13.69316907362741,105.0,2.9
LOT-A-202,LOT-A,91.0507573416167,97.54695997849929,1.3029877627202495,1.7227992267243588,13.734824216294038,13.901377259662327,105.0,2.9
LOT-B-203,LOT-B,88.66858412500395,92.40247370930388,1.4945918295196143,1.7127405604478154,13.565380166857487,13.460855418676623,105.0,2.9
LOT-C-204,LOT-C,87.40553266917377,88.87515641765071,1.3068790644409929,2.1082151786202816,13.752720568423152,13.201867725351121,105.0,2.9
LOT-A-205,LOT-A,-38.84486842058108,86.2075555901909,1.7270703336861661,1.6955755860814108,13.887715679467135,13.761567591025328,105.0,2.9
LOT-B-206,LOT-B,85.58429533574899,89.68016366355742,2.108273013429632,1.118222480343355,13.823084987338948,13.856593330140496,105.0,2.9
LOT-C-207,LOT-C,83.58045962943484,83.4704686012962,2.1397289780845736,1.6034090291098688,14.52764830656096,13.89287479170664,105.0,2.9
LOT-A-208,LOT-A,88.31979245352088,91.59427025301315,1.7587513613640167,2.006710358078046,13.952535545923938,13.752059825882066,105.0,2.9
LOT-B-209,LOT-B,88.74040757112188,95.44841861714751,1.804242060538024,1.4394743961361232,13.577529920959247,13.819069576667854,105.0,2.9
LOT-C-210,LOT-C,85.38373043374136,87.84345711464897,1.3610201045702492,1.6319728565243303,13.948269674054279,14.058258181899538,105.0,2.9
LOT-A-211,LOT-A,-42.970535251763025,98.62934013028797,1.5808966531528004,2.5302900206450403,14.150578231185134,13.878820075456083,105.0,2.9
LOT-B-212,LOT-B,85.90405869495801,77.0722263109531,1.5612170968378325,1.7463367565342869,14.472858621734261,13.203290161630983,105.0,2.9
LOT-C-213,LOT-C,96.00472272594331,88.39452461541536,1.7810142196263634,1.0396399319623377,13.848660633528295,13.576256460584812,105.0,2.9
LOT-A-214,LOT-A,90.86620352265008,89.9013912661298,1.3144400946469617,1.9462167856951473,14.043120058755557,13.914836550606557,105.0,2.9
LOT-B-215,LOT-B,92.23744452093517,94.34425674150434,1.594547082773523,1.3470090570801776,13.315263204747888,14.185910444234777,105.0,2.9
LOT-C-216,LOT-C,90.98387924447657,89.94892912918917,1.491337936200106,1.708204845464469,13.808677973521162,13.578766865747188,105.0,2.9
LOT-A-217,LOT-A,85.06409530721211,99.02299415094814,1.6571399845880657,1.5424908019921213,13.344278427438592,13.438750278910419,105.0,2.9
LOT-B-218,LOT-B,91.02285121929266,92.83688836148069,1.5454116137154132,1.7134447804133641,13.693231635448635,13.301178932131048,105.0,2.9
LOT-C-219,LOT-C,93.46708220584443,91.13959536531003,2.2190888132574518,1.5033957252912773,13.751863321072904,14.017869278643474,105.0,2.9
LOT-A-220,LOT-A,86.97060214421992,83.39414187725703,1.3627825945252923,1.7261950170665934,13.920178565117524,13.665942082428499,105.0,2.9
LOT-B-221,LOT-B,92.21463751602005,93.86816838503294,1.6806947859699308,1.7069918953914751,13.711487686036628,13.898369047313254,105.0,2.9
LOT-C-222,LOT-C,91.86242883800668,89.766661185186,1.7124995583558487,1.6156785726055927,13.305957647249699,13.339656434463272,105.0,2.9
LOT-A-223,LOT-A,91.21621722267915,91.46681326705912,1.9975534180095185,1.7145855915332526,14.102670808257223,14.176286095000533,105.0,2.9
LOT-B-224,LOT-B,92.1766906920124,86.82239343450654,1.5538585430601146,1.7337409123226124,13.454945958396065,13.870743865437557,105.0,2.9
LOT-C-225,LOT-C,92.30075169849721,87.38423841269822,2.0931385541506464,1.624411773258595,13.728964708492411,13.614219615728649,105.0,2.9
LOT-A-226,LOT-A,85.02524057776392,91.33857590175913,1.6050064701489066,2.1319566827392187,14.012558475350017,13.89356821629101,105.0,2.9
LOT-B-227,LOT-B,87.06954104650828,83.27737605622472,1.5776241503330124,1.4789240952367328,14.133145143770317,13.689040560603896,105.0,2.9
LOT-C-228,LOT-C,94.99611998288141,92.73536536777584,1.8088839889120256,1.7599708583354947,13.873035317044428,13.93517823219031,105.0,2.9
LOT-A-229,LOT-A,91.87520903103805,86.37349084590703,1.7230701693271617,2.3814826780439775,13.768608490586592,13.608004370382519,105.0,2.9
LOT-B-230,LOT-B,85.09162627970906,83.12631741244992,1.897221606785286,1.7158510087586805,13.904869660224554,14.364140337158377,105.0,2.9
LOT-C-231,LOT-C,98.53859482277066,85.59039795551905,1.8636396277355542,1.86219981321388,13.939857327860242,13.872792341629207,105.0,2.9
LOT-A-232,LOT-A,87.90954102867143,96.50164580344735,1.754162094429861,1.7902277428727993,14.237298472168343,14.023668451266238,105.0,2.9
LOT-B-233,LOT-B,89.94373169055854,90.95004235502171,2.039613471393581,1.8331986719200624,13.769541868679752,13.39243452085048,105.0,2.9
LOT-C-234,LOT-C,86.56694318494732,84.8936363438595,1.6276144522624203,1.7675575685903144,13.083230015319288,13.707601875208933,105.0,2.9
LOT-A-235,LOT-A,90.73801984615727,90.24486622673163,1.3620130780473505,2.0305705803363665,13.557191873653451,13.25873063006848,105.0,2.9
LOT-B-236,LOT-B,83.47167158447732,89.44725010835246,1.846346221647694,2.003674180541929,13.874222737219435,13.271094842688754,105.0,2.9
LOT-C-237,LOT-C,85.25032948747806,85.55860383791754,1.5558672067713755,1.2391829279507915,13.839462527605312,13.93275598374328,105.0,2.9
LOT-A-238,LOT-A,87.37979991169104,91.53012755609872,1.3656382080364873,1.3220485532529827,13.577394301801455,14.116901114932084,105.0,2.9
LOT-B-239,LOT-B,92.32979950349372,87.49376790171381,1.9011567693914704,1.6157378245255896,14.329434810394215,13.874009129176768,105.0,2.9
LOT-C-240,LOT-C,86.10472044862632,93.00214591095224,1.4064793281885304,1.456835019390883,13.292305568514703,13.793090495290938,105.0,2.9
LOT-A-241,LOT-A,87.77673200775054,89.16070165271157,1.4975369672576566,2.0738500165613774,13.65173791560069,13.439571521316527,105.0,2.9
LOT-B-242,LOT-B,93.233671713489,95.75364857466582,1.684714695795008,1.2475927719639148,13.590101153412894,13.920645133718859,105.0,2.9
LOT-C-243,LOT-C,88.07443873866002,96.33793254373778,1.2582713676772268,1.8763790535852185,13.58053835911344,14.176294910577576,105.0,2.9
LOT-A-244,LOT-A,87.68450875647206,94.03484151879992,1.438117728479089,1.3335303089998722,13.411365919912361,13.481588344841938,105.0,2.9
LOT-B-245,LOT-B,83.69578271184841,94.7820298737896,1.9347276140504477,1.770992084606584,13.438031720192521,13.65738652886122,105.0,2.9
LOT-C-246,LOT-C,85.11890327376716,95.8979276320267,1.6789858786770484,1.827253500436318,13.660110908446898,12.975924222049409,105.0,2.9
LOT-A-247,LOT-A,84.76123573098053,84.58681841330558,1.692563700867019,1.7251004717033318,13.519430445662351,13.560100796896286,105.0,2.9
LOT-B-248,LOT-B,94.57920235919379,85.278890538808,1.3705114490927188,1.640631005669351,13.555302074804871,13.545650951690291,105.0,2.9
LOT-C-249,LOT-C,90.23208455664943,97.12178623755584,1.1551265231784862,1.6952564687592082,13.814503483037887,13.6697844412739,105.0,2.9
LOT-A-250,LOT-A,87.21413398826905,88.00236999401744,1.8510482041049725,1.5790642167141895,13.755439423686575,13.699959080264792,105.0,2.9
LOT-B-251,LOT-B,88.45148143903188,88.74819938228714,1.8498114790248468,1.6977435127730272,13.86092130984428,13.681476864760759,105.0,2.9
LOT-C-252,LOT-C,83.78729742996487,85.84814416127365,1.3374982202353474,1.7500886307822305,13.550277311808497,13.317900359494924,105.0,2.9
LOT-A-253,LOT-A,89.00004477176591,91.81013957252044,1.1597977045831587,2.139314934535137,13.81129839696709,13.662139754605496,105.0,2.9
LOT-B-254,LOT-B,92.48045580482317,89.80717450337922,1.4490352600431289,2.270589334230727,13.423961472194582,13.664856485339405,105.0,2.9
LOT-C-255,LOT-C,91.55821797219699,84.79355988341034,1.5744930064277889,1.8005068765139647,14.640576566307896,13.378593014997586,105.0,2.9
LOT-A-256,LOT-A,87.79982116100575,92.39831137480019,1.6202613386024884,1.3872597054665192,13.942845139050467,13.738717980362617,105.0,2.9
LOT-B-257,LOT-B,89.87165106749315,94.47845093578681,1.8532990931660898,1.8060182178071458,13.908705163550996,13.304550182458758,105.0,2.9
LOT-C-258,LOT-C,87.43587773846761,90.46941502837024,1.4997461874142188,1.7253782680955512,13.511138028470775,14.252357503923763,105.0,2.9
LOT-A-259,LOT-A,97.03873266959987,87.78599688651656,1.700089627974729,1.639118586589506,14.242001367829202,13.856598880850775,105.0,2.9
LOT-B-260,LOT-B,88.3248007332077,88.51588278588034,1.6315318368871088,1.4399036582467106,14.036436372023132,13.442961833617865,105.0,2.9
LOT-C-261,LOT-C,90.24650389260623,90.07039460860068,1.873735781561941,1.6955818648006031,14.15807484515818,13.367953016559898,105.0,2.9
LOT-A-262,LOT-A,90.5596678100499,88.51397529731106,1.6485544756787804,1.718654877936639,14.127701892621177,12.972939499422246,105.0,2.9
LOT-B-263,LOT-B,89.35694331547306,82.92420598042554,1.9017042086387739,1.1870867694141634,13.448676375647631,13.097403500705587,105.0,2.9
LOT-C-264,LOT-C,94.88479161616901,83.82840649972873,1.6284786260184905,1.5606939099507187,13.170083158481683,13.578576321793664,105.0,2.9
LOT-A-265,LOT-A,90.78348805360996,88.68921939547239,1.8352699983561573,1.6058995606442519,13.802400461261646,13.561472448552935,105.0,2.9
LOT-B-266,LOT-B,89.44298689542008,97.8552119197884,1.6905601474294185,1.7505547286608438,13.583554868847665,13.428027062996723,105.0,2.9
LOT-C-267,LOT-C,94.14909106670518,84.60615081063165,1.3717145381868503,1.6746626988302948,13.650791348731447,14.404228058894505,105.0,2.9
LOT-A-268,LOT-A,78.06182590769514,91.08999335496185,1.7781776132757494,1.4086716685989766,13.574398005524415,13.855739587400981,105.0,2.9
LOT-B-269,LOT-B,94.84395502022252,85.4497411597482,1.2051944349525827,1.9528420907742605,14.33331014053351,13.579388627112039,105.0,2.9
LOT-C-270,LOT-C,78.70209554462942,95.88820366420101,1.5503674027447625,1.99221355206578,13.784781346472434,13.56476724335694,105.0,2.9
LOT-A-271,LOT-A,86.10196671422305,95.9831580788994,1.958612819499639,1.144159099117481,13.472310756598096,14.339748378093674,105.0,2.9
LOT-B-272,LOT-B,86.45736749332184,83.51391702399462,1.6011164343298327,1.671824632724961,13.765929237647216,13.527357362070955,105.0,2.9
LOT-C-273,LOT-C,86.69767662209502,87.4940058755755,1.683476661619669,1.4886876344640867,13.698624495437274,13.648133397598427,105.0,2.9
LOT-A-274,LOT-A,93.48411180668731,91.1430089899967,1.572574929963827,1.839408872370195,13.94214140040662,14.091620548372541,105.0,2.9
LOT-B-275,LOT-B,90.12735549221864,97.39320706042555,1.9361542615832772,1.6893396336193454,13.654921625344764,14.017720071232965,105.0,2.9
LOT-C-276,LOT-C,90.16984193603496,89.08389654988069,1.2307621171126837,1.2235828009914962,13.9218904927433,13.977503215566328,105.0,2.9
LOT-A-277,LOT-A,91.3744290247868,83.83644424075902,1.8593359606107922,1.561119097952248,13.935947532620833,13.850008894880599,105.0,2.9
LOT-B-278,LOT-B,84.62955697060718,86.8981697844726,1.0817368141941213,1.461647458106041,13.169110279296191,13.85744856732844,105.0,2.9
LOT-C-279,LOT-C,88.25795104745887,93.52182910391964,1.6891355577973297,1.534962993159898,13.921170373011924,13.55944695905004,105.0,2.9
LOT-A-280,LOT-A,90.55805910066604,90.8876410494734,1.3528566928930994,1.7005717607124253,13.819366916362807,13.589224057187694,105.0,2.9
LOT-B-281,LOT-B,91.75860761919083,97.03742396309492,1.5080665717375792,1.6088183944025967,13.013177887742316,13.653589013539811,105.0,2.9
LOT-C-282,LOT-C,86.16803265926679,79.99081175078777,1.6721234173027952,1.8536634332440982,13.543062641983818,13.565859561466379,105.0,2.9
LOT-A-283,LOT-A,83.94076798635689,92.85518535063684,1.2206390021356421,1.618552064486065,14.482875258725548,13.71857165624427,105.0,2.9
LOT-B-284,LOT-B,89.96531377676546,88.85472184145519,1.3063935333166015,1.6915054653228971,13.942265786673445,13.331849009672197,105.0,2.9
LOT-C-285,LOT-C,89.43477844775964,94.97760412761856,130.74286322360172,1.2884862272080255,13.458652143830848,13.119075444002185,105.0,2.9
LOT-A-286,LOT-A,92.49885186619919,92.1854491434145,1.7757851401676903,1.471628920550013,13.391666914139847,13.727686783508222,105.0,2.9
LOT-B-287,LOT-B,88.42413135057593,85.74128499161378,1.63554397134144,1.8675876931865987,13.879805522506516,13.325823366794246,105.0,2.9
LOT-C-288,LOT-C,79.12681892164412,88.36092823295125,1.6410887277473722,1.6323782119452144,13.650077452205746,13.45107972930036,105.0,2.9
LOT-A-289,LOT-A,91.00567964892556,89.26955141587374,1.6308051438440005,1.4474038588553024,13.58285241432819,13.758967242073261,105.0,2.9
LOT-B-290,LOT-B,83.7772450881498,83.959084507896,1.5177122495761637,2.0122524008585954,13.866833122391327,14.225455822961985,105.0,2.9
LOT-C-291,LOT-C,87.44760485404456,88.13571241222397,1.25194065382784,1.5501816179458272,14.302314308007864,13.817918098100547,105.0,2.9
LOT-A-292,LOT-A,91.07910862940648,92.60243046147166,1.5976136400076917,1.6467504434934725,13.841714250613673,13.941668752604047,105.0,2.9
LOT-B-293,LOT-B,89.92303809673298,91.6646777317745,1.6385360438550358,1.499817181140405,13.708441602724083,13.361076892570786,105.0,2.9
LOT-C-294,LOT-C,92.21956303535941,80.25100676268544,1.545534021149758,2.3206749991619233,13.680462907416803,13.291477536149806,105.0,2.9
LOT-A-295,LOT-A,206.39352727152115,95.17325600224035,1.5598873955601538,1.8594706881815275,13.834983546131298,13.565765697715685,105.0,2.9
LOT-B-296,LOT-B,101.2312090185992,89.81306280560996,1.4657105651773203,1.5726043342586258,13.933201074453306,13.847318264211404,105.0,2.9
LOT-C-297,LOT-C,91.24244877494353,90.12103374527864,1.2420954575117156,1.838299709070594,13.691862831374937,13.597003941079949,105.0,2.9
LOT-A-298,LOT-A,81.77177611781723,86.97649114071649,1.4182904464260908,1.6905194008060693,13.291303333837492,13.718236265342254,105.0,2.9
LOT-B-299,LOT-B,88.5222111612871,84.57302145250667,1.4438359084254686,1.4770360734792751,14.117665072339236,12.789824996417524,105.0,2.9
LOT-C-300,LOT-C,86.5580355353845,82.19368229013511,1.4920821004938498,1.9201526174649457,13.579286052210442,13.749819899176591,105.0,2.9
