Serial_No,Lot,Battery_Voltage_0h,Battery_Voltage_24h,Battery_Current_0h,Battery_Current_24h,Battery_Temp_0h,Battery_Temp_24h,Battery_Voltage_24h_Min_Limit,Battery_Temp_24h_Max_Limit
LOT-A-190,LOT-A,3.7934333504940123,3.718747907734423,1.3579154563676905,1.3276957139748022,33.312741446575636,32.04473816287095,3.4,45.0
LOT-B-191,LOT-B,3.6764643578278693,3.731887232106215,1.3109007580139986,1.4661904375463177,26.500830280543042,31.46326379603065,3.4,45.0
LOT-C-192,LOT-C,3.7714665151409985,3.6354249249772352,1.2263441818063623,1.4679665997151417,34.04936163156834,29.89411048959202,3.4,45.0
LOT-A-193,LOT-A,3.789813070093836,3.757687631955443,1.317163305169919,1.3114462161293419,31.454414330585834,29.92163563020155,3.4,45.0
LOT-B-194,LOT-B,3.69253541963383,3.7351492603867196,1.259899789716165,1.4440068597223559,30.197165610638507,26.398558671795502,3.4,45.0
LOT-C-195,LOT-C,3.701754970491612,3.7124076084172004,1.2818221264093212,1.28346354262336,29.12333213660224,35.377254259318015,3.4,45.0
LOT-A-196,LOT-A,3.6853087464372107,3.7341858750292074,1.2215805650906097,1.1695719822989472,34.05354594222265,26.157747119092143,3.4,45.0
LOT-B-197,LOT-B,3.6760228865959332,3.7203287116438744,1.2155071947677516,1.3452905992836672,30.724161785684732,30.89933202845147,3.4,45.0
LOT-C-198,LOT-C,3.826921025154066,3.6877776665647057,1.2336138015478464,1.1803382465037904,29.30228601215298,33.44182886224907,3.4,45.0
LOT-A-199,LOT-A,3.7470795893580986,3.698980246300045,1.1849718742606001,1.3398700960336498,27.20389060499445,31.16648701211973,3.4,45.0
LOT-B-200,LOT-B,3.7063666357967833,2.8899999999999997,1.2620328146169555,1.2181970333349763,29.192016559949636,36.10652493342398,3.4,45.0
LOT-C-201,LOT-C,3.7562312067646926,3.7591892799103612,1.2532268528592625,1.36550081258285,32.687312694907384,34.7598785460161,3.4,45.0
LOT-A-202,LOT-A,3.8377949812678556,3.688046630743197,1.2722648550992028,1.2743592464093547,23.241191031887055,28.76392817683549,3.4,45.0
LOT-B-203,LOT-B,3.720462195998719,3.731230124787994,1.1974053403138112,1.3814912279918024,33.80859868797699,31.033725622429785,3.4,45.0
LOT-C-204,LOT-C,3.7908917956378083,3.787298914981333,1.291309363975854,1.1912224088112238,34.22101393674613,31.614339050076705,3.4,45.0
LOT-A-205,LOT-A,-2.099369626498474,3.7056731942948393,1.2013818211797804,1.3763387466304091,32.7065928535118,34.801206373589125,3.4,45.0
LOT-B-206,LOT-B,3.749017931580377,3.6602667131159174,1.2356330499357748,1.3587841699839192,30.10472849550013,38.71593785559441,3.4,45.0
LOT-C-207,LOT-C,3.7078848886026496,3.670680532011408,1.3534012467478616,1.3472963967538059,30.9385634190636,31.470438340234416,3.4,45.0
LOT-A-208,LOT-A,3.741325155361747,3.741776642650241,1.3186442587127285,1.2528503862957443,31.950209080586568,33.94108919752728,3.4,45.0
LOT-B-209,LOT-B,3.7582485101691945,3.5456831789502483,1.1698762851428546,1.2101721087443789,30.493284265818172,32.411898831533996,3.4,45.0
LOT-C-210,LOT-C,3.7660717198498004,3.7308842635906236,1.238574261153191,1.2820828073316375,34.87006389107654,30.59064311279416,3.4,45.0
LOT-A-211,LOT-A,3.7352244597856887,3.7782749568287404,1.2811331780714368,1.0960835783422966,31.824840799521425,31.109082961487736,3.4,45.0
LOT-B-212,LOT-B,3.714344940312011,3.7525506796525634,1.2922580805694541,1.2562362645340832,32.962420941922176,33.00113992826314,3.4,45.0
LOT-C-213,LOT-C,3.7252570494638477,3.715050398336703,1.2727803282000494,1.2494428246186002,29.989979920409375,32.057871176569336,3.4,45.0
LOT-A-214,LOT-A,3.672287787880231,3.637055818961663,1.367081987656708,1.2584276649810122,30.947195133248254,31.689398752278414,3.4,45.0
LOT-B-215,LOT-B,3.721170285436182,3.7011355475233327,1.255861242204146,1.2075548807210927,33.05045097708324,30.408182071299862,3.4,45.0
LOT-C-216,LOT-C,3.7717452591143927,3.604059278422171,1.1544627459661925,1.3692911417296796,30.674069974490518,30.456651739249786,3.4,45.0
LOT-A-217,LOT-A,3.7387586813861593,3.647723718762052,1.2569184800776,1.080636229866787,30.00480589421657,30.50535629131352,3.4,45.0
LOT-B-218,LOT-B,3.7469808051241285,3.7437885646997855,1.173090710798326,1.424802011254939,29.69752676067406,27.27137539056371,3.4,45.0
LOT-C-219,LOT-C,3.601014572872793,3.7769480433180185,1.2421217074977309,1.2217404408327301,29.354623919417044,29.48790209732302,3.4,45.0
LOT-A-220,LOT-A,3.7876116885687976,3.6958058475500084,1.4111187335191564,1.2620897584457933,25.82935649962045,33.94219806543789,3.4,45.0
LOT-B-221,LOT-B,3.7015902253579878,3.688146116021497,1.3910546031521174,1.256295084323488,33.556385125378405,31.98851913643422,3.4,45.0
LOT-C-222,LOT-C,3.68240093714872,3.7253657387657544,1.1959385804202147,1.3905465457776682,33.111750329763865,32.1442879837386,3.4,45.0
LOT-A-223,LOT-A,3.75049485213008,3.7282301108954083,1.2251944505488266,1.3605631793888864,30.499958509734896,33.4172730461818,3.4,45.0
LOT-B-224,LOT-B,3.672482725428233,3.705101416549994,1.2874483178120149,1.209039178795068,30.08848081966134,30.778597670581014,3.4,45.0
LOT-C-225,LOT-C,3.7565324985752815,3.6641583408238776,1.289756085350785,1.4175897533600779,31.794497715592893,28.304146968927686,3.4,45.0
LOT-A-226,LOT-A,3.7265506369174415,3.752329990037445,1.2247943499618155,1.3804158808491749,32.37474291333243,32.984894932448285,3.4,45.0
LOT-B-227,LOT-B,3.707305621366326,3.6747696073649965,1.2276780247387802,1.2864310840839113,32.170200996928976,32.98840038219945,3.4,45.0
LOT-C-228,LOT-C,3.705433265135007,3.7037680501373433,1.2858309409935305,1.1347354059285546,29.33452886655616,30.18890590349242,3.4,45.0
LOT-A-229,LOT-A,3.7103981783036453,3.686833891925458,1.2279227275140063,1.2026169875609198,32.5092173914413,32.67027840319464,3.4,45.0
LOT-B-230,LOT-B,3.6385574171963277,3.7013756255440624,1.1499328975946679,1.4345316757819278,30.03053806892655,31.12921099948553,3.4,45.0
LOT-C-231,LOT-C,3.7249650833714334,3.6907811146404863,1.246173956658375,1.4207061857456662,31.533061637668986,33.958262108929844,3.4,45.0
LOT-A-232,LOT-A,3.777192786001763,3.65210701767665,1.4035537821849102,1.343479726594715,33.14369750307539,30.054283581748425,3.4,45.0
LOT-B-233,LOT-B,3.7617449760187505,3.721555592552798,1.2032623522287103,1.4870729425650022,32.28673122021545,31.491298219050336,3.4,45.0
LOT-C-234,LOT-C,3.7306169601836237,3.746435913749496,1.3533981472658072,1.3340368300084842,33.719471385759796,35.42507974127055,3.4,45.0
LOT-A-235,LOT-A,3.659219084231727,3.6766795252024522,1.1671854004793805,1.2905070437459771,34.218246980422435,33.54755435150244,3.4,45.0
LOT-B-236,LOT-B,3.6687051386235594,3.6863114609584895,1.3443626895780534,1.2339653519035956,30.83124800067735,32.746232685845634,3.4,45.0
LOT-C-237,LOT-C,3.6299250119627606,3.739979526442679,1.2826083490674596,1.3329673177046588,28.890949173171762,30.279615564214424,3.4,45.0
LOT-A-238,LOT-A,3.6911583388078673,3.713528247526936,1.25813127093286,1.2933034852594052,34.98577724914073,35.04860800871717,3.4,45.0
LOT-B-239,LOT-B,3.6850489237556534,3.66832488232365,1.406215467299376,1.2532725668388336,34.07744533306529,35.72283045215844,3.4,45.0
LOT-C-240,LOT-C,3.693882549156187,3.6875256727455508,1.2592548055930841,1.2040614762980224,28.892700524586644,31.12325664136002,3.4,45.0
LOT-A-241,LOT-A,3.7636348793946555,3.67860534927722,1.2332309824056573,1.239928346786428,28.04135768561716,35.46006436190106,3.4,45.0
LOT-B-242,LOT-B,3.6038882429582344,3.668296338471104,1.302085298720121,1.1561741523294868,32.37443956482844,34.92635304218835,3.4,45.0
LOT-C-243,LOT-C,3.6780124925373623,3.7114255475071825,1.1518411503620853,1.327404557670404,31.237618280521485,32.54075323091502,3.4,45.0
LOT-A-244,LOT-A,3.7892847083591583,3.724533027724972,1.3728877185378972,1.3388223707182627,28.40351370164116,32.645856471025915,3.4,45.0
LOT-B-245,LOT-B,3.7454441949375887,3.6286884489711024,1.3717597843390141,1.287865317181235,31.852355826726143,29.98252435494196,3.4,45.0
LOT-C-246,LOT-C,3.7245956388534256,3.7159588702729045,1.222375329326201,1.288994833902929,26.37930885983043,35.17677672415252,3.4,45.0
LOT-A-247,LOT-A,3.665248390361768,3.591842956085134,1.1652784276611257,1.2065677777297743,32.23770594942189,29.94153354779661,3.4,45.0
LOT-B-248,LOT-B,3.7351495289972942,3.6529563729458907,1.450302987498205,1.3307402243652025,35.344092412605775,29.70854634309636,3.4,45.0
LOT-C-249,LOT-C,3.7540921866281263,3.6530897672837006,1.3036688558790814,1.3426124319048938,27.530584441840343,29.42557333009071,3.4,45.0
LOT-A-250,LOT-A,3.6625325191894618,3.6256532052679864,1.1856878912667281,1.1950339007981294,27.855474260781556,32.26065373635168,3.4,45.0
LOT-B-251,LOT-B,3.748041301157038,3.635011957540166,1.2011852317902418,1.2820017812934617,26.07595475538747,30.419973118940703,3.4,45.0
LOT-C-252,LOT-C,3.7611848677958157,3.743005041103337,1.3123323711003096,1.2623847231790302,35.39736168679077,25.87552860162687,3.4,45.0
LOT-A-253,LOT-A,3.7005013696064726,3.6945787397103613,1.3579941512572924,1.209071286560516,31.901385704488877,32.131424370105194,3.4,45.0
LOT-B-254,LOT-B,3.68537605546278,3.6889512559523565,1.1094887611518955,1.2320462234377556,26.632291989836034,37.26682269454428,3.4,45.0
LOT-C-255,LOT-C,3.795767607060772,3.7619017402933537,1.278002383179441,1.370667019390821,33.81766738654839,34.35567217642142,3.4,45.0
LOT-A-256,LOT-A,3.7663151097405625,3.654772565883018,1.28923394492649,1.2325183115655873,28.41743115493892,29.389393962876877,3.4,45.0
LOT-B-257,LOT-B,3.7416905948800063,3.7529385554718147,1.1273883018343862,1.4375611189135487,34.243070244095456,31.135299917241483,3.4,45.0
LOT-C-258,LOT-C,3.6970624250025668,3.6965497929219757,1.3386549869909794,1.2458384168390215,28.57302135491173,32.79661379090506,3.4,45.0
LOT-A-259,LOT-A,3.6168621718082647,3.707145018854579,1.3544721090613332,1.3076330334681072,32.719336256823354,33.13774788246887,3.4,45.0
LOT-B-260,LOT-B,3.7564317768704996,3.7072850494163236,1.175378461056317,1.2598090911347295,30.838823994671543,34.89538104608695,3.4,45.0
LOT-C-261,LOT-C,3.801307143270098,3.721030595536457,1.182252195177154,1.2143286107172913,30.587491172561517,35.19423424270614,3.4,45.0
LOT-A-262,LOT-A,3.7367286865618445,3.6972333453435158,1.1811488752079105,1.3594141109041014,31.63661731683298,31.883211078598503,3.4,45.0
LOT-B-263,LOT-B,3.725171185826238,3.7843257995005826,1.235566010336768,1.4319612923854623,33.73302699285983,32.120384890580716,3.4,45.0
LOT-C-264,LOT-C,3.764193691526911,3.6938110506060915,1.1754461190423644,1.2558888290690084,29.004080940168397,33.176332064299345,3.4,45.0
LOT-A-265,LOT-A,2.1872352996065336,3.7283915067691993,1.3244016615870007,0.9991779676416648,31.685296816261136,27.856142295795593,3.4,45.0
LOT-B-266,LOT-B,3.7283315587559316,3.6561305376803452,1.2593813979441348,1.4028907455135595,27.24284287466524,32.43851093315644,3.4,45.0
LOT-C-267,LOT-C,3.7160787153114736,3.6053890995637645,1.308318306086301,1.2830799459965443,29.8807755676267,30.339905038872537,3.4,45.0
LOT-A-268,LOT-A,3.8806276223799636,3.6803065821626997,1.0879709287764672,1.1962191459917606,30.193450103940325,31.115886171005425,3.4,45.0
LOT-B-269,LOT-B,3.716057346030699,3.6476508657915083,1.2987386567524921,1.2364602148178208,28.006404558126743,30.124151713171095,3.4,45.0
LOT-C-270,LOT-C,3.700766668079469,3.7424311914065265,1.2936071876239124,1.249578523828808,31.043333298998775,32.494843251201814,3.4,45.0
LOT-A-271,LOT-A,3.821936266342123,3.669118806336467,1.292036208109099,1.3453731133383746,28.9032803553939,32.43521196747091,3.4,45.0
LOT-B-272,LOT-B,3.7281716498127873,3.676509849894627,1.3010824248570367,1.3725643305760333,33.48650192312765,31.558827211121713,3.4,45.0
LOT-C-273,LOT-C,3.729493856380435,3.817533026422599,1.1506725613813935,1.299968260406121,32.9579427311835,32.3452780823931,3.4,45.0
LOT-A-274,LOT-A,3.7527985347270048,3.708634219495595,1.317829074741953,1.3954306782556867,30.51289949577913,32.45426534554527,3.4,45.0
LOT-B-275,LOT-B,3.717238845064992,3.6798185979725906,1.2482330080024107,1.1781518488366298,32.637940503314226,35.91563432367651,3.4,45.0
LOT-C-276,LOT-C,3.8052255696490773,3.76379270560901,1.1632287455442643,1.4167793678976661,29.426096667267245,31.87796307607267,3.4,45.0
LOT-A-277,LOT-A,3.8123085432234447,3.6464045325566947,1.3257171210319734,1.3053142798196702,30.66539578768513,29.985105811473083,3.4,45.0
LOT-B-278,LOT-B,3.7411251836520703,3.676810394176636,1.3440730312980373,1.390186061043089,27.965524345251218,30.83789519819153,3.4,45.0
LOT-C-279,LOT-C,3.7040460460454545,3.640914408603639,1.1493886617767468,1.2879802291821756,30.54227784336613,28.200747010989904,3.4,45.0
LOT-A-280,LOT-A,3.69309373291358,3.725945243633234,1.141437528733496,1.1968758642838264,34.49288337240138,35.02959740784546,3.4,45.0
LOT-B-281,LOT-B,3.6389483803168448,3.6324513828803484,1.283952741073596,1.1727650272260264,30.44387276570236,30.962047770756115,3.4,45.0
LOT-C-282,LOT-C,3.7480077988370932,3.5735634339158615,1.0517745586221028,1.1696427110076446,33.23053153044298,31.645036791453542,3.4,45.0
LOT-A-283,LOT-A,3.634588990188431,3.7246494700986648,1.313691201421674,1.2578723675587138,30.272786164887528,33.00656524575059,3.4,45.0
LOT-B-284,LOT-B,3.7804733717994368,3.7076217921403263,1.297978701875306,1.2756593239299598,30.16117198696497,29.89336458703425,3.4,45.0
LOT-C-285,LOT-C,3.732815198992017,3.684990198699359,1.2280728036488373,1.363674541918644,32.07360260048549,34.00122729955971,3.4,45.0
LOT-A-286,LOT-A,3.6412175225537293,3.7279190714419506,1.1969119267125583,1.2072580407254425,29.125269320990405,34.78621085284733,3.4,45.0
LOT-B-287,LOT-B,3.761393194391758,3.6641550080106353,1.1476184054841567,1.2812356727693595,29.988941889746776,35.81699265019898,3.4,45.0
LOT-C-288,LOT-C,3.6469359566002018,3.6085072911505924,1.2269820204454682,1.2809663723470774,31.291759164100565,33.73287239376135,3.4,45.0
LOT-A-289,LOT-A,3.8236667820308177,3.6828828650315693,1.201006772170584,1.1216685900760137,31.535492373703146,33.96283951773016,3.4,45.0
LOT-B-290,LOT-B,3.7069781260238535,3.759030751722273,1.252726090674464,1.4163367808736382,31.73289389917414,29.56853048346002,3.4,45.0
LOT-C-291,LOT-C,3.6881589771044676,3.623312691198325,1.0936643490093905,1.304022341997162,32.913115543890605,36.49480221608004,3.4,45.0
LOT-A-292,LOT-A,3.717241309420087,3.688157041744845,1.1501866740600584,1.3688581286904538,31.856188742448303,30.631199394758756,3.4,45.0
LOT-B-293,LOT-B,3.754426543880738,3.7280674445043616,1.0817043372088924,1.3468424499102563,31.299440803286387,31.099604368023684,3.4,45.0
LOT-C-294,LOT-C,3.69914598775718,3.787420115142091,1.388236644588859,1.4443347736303205,28.472934285494755,30.494662020076706,3.4,45.0
LOT-A-295,LOT-A,3.765274242259829,3.6395766234525055,1.185181745071092,1.117616856131609,35.07680204974954,34.44417608255882,3.4,45.0
LOT-B-296,LOT-B,3.7429256578689687,3.71096107269254,1.2124581778003372,1.244191020662736,32.35450963974972,30.362910103546948,3.4,45.0
LOT-C-297,LOT-C,3.781369757814759,3.675371045219613,1.1713863957194108,1.396821084157883,30.68324693259175,33.27621256093039,3.4,45.0
LOT-A-298,LOT-A,3.6992531245199625,3.587494867049536,1.299248247819302,1.1587984962470739,33.3809057436265,28.433118731659956,3.4,45.0
LOT-B-299,LOT-B,3.6267566227374743,3.7153819482724626,1.288274343118833,1.2896018011332815,28.33012608706168,34.043623598063085,3.4,45.0
LOT-C-300,LOT-C,3.6467655771447864,3.6767868570931084,1.1790685044400013,1.2460091848773647,32.87611675150065,30.541623366473008,3.4,45.0
