Serial_No,Lot,Bearing_RPM_0h,Bearing_RPM_24h,Shaft_Vibration_0h,Shaft_Vibration_24h,Housing_Temp_0h,Housing_Temp_24h,Bearing_RPM_0h_Max_Limit,Shaft_Vibration_24h_Max_Limit,Housing_Temp_24h_Max_Limit
LOT-C-177,LOT-C,1490.1766451093574,1412.497545614894,2.19293057431574,2.7831198187247694,65.89093656713816,61.743071096169594,1650.0,3.8,85.0
LOT-A-178,LOT-A,1897.4999999999998,1381.9107174229664,2.1903029619269687,4.369999999999999,65.37418946859462,97.74999999999999,1650.0,3.8,85.0
LOT-B-179,LOT-B,1469.2517465698056,1525.469645279256,2.7518987121398593,2.131636851856963,65.91162043914512,68.94192802932726,1650.0,3.8,85.0
LOT-C-180,LOT-C,1420.1457392761563,1406.9615292309759,2.3670924307984373,1.9875445281548219,68.61830727185699,52.1947901727567,1650.0,3.8,85.0
LOT-A-181,LOT-A,1405.7277033703176,1435.678263111615,2.331873872600795,2.55315973540564,63.22151855903677,62.49602353126039,1650.0,3.8,85.0
LOT-B-182,LOT-B,1495.4754527507976,1357.1462008752378,2.399950645824912,2.2713329882510727,62.59631045814569,64.53757123834751,1650.0,3.8,85.0
LOT-C-183,LOT-C,1413.5268449402083,1420.0801421455094,2.637776016975553,2.6116980059683153,58.93888203528885,73.08748750890713,1650.0,3.8,85.0
LOT-A-184,LOT-A,1542.3671059398032,1385.576575883665,2.490538488090103,3.3028782194023654,65.52754383133201,64.53898267168897,1650.0,3.8,85.0
LOT-B-185,LOT-B,1441.6777266656227,1424.2698399931778,2.336245589214079,2.323766588029396,65.35208761351116,61.62867783235022,1650.0,3.8,85.0
LOT-C-186,LOT-C,1432.3539395195976,1396.5092511531786,2.3851230376859087,2.213881064499519,61.18662424071908,68.3965330977912,1650.0,3.8,85.0
LOT-A-187,LOT-A,1464.636995452445,1468.198462380988,2.506827269927341,2.518936233661278,61.42702296197766,62.05331078526217,1650.0,3.8,85.0
LOT-B-188,LOT-B,1480.364680353323,1401.4619280098937,2.802216775867663,2.5109049800591414,58.63084824240182,61.20101342851194,1650.0,3.8,85.0
LOT-C-189,LOT-C,1422.9203839524755,1453.7286729591776,2.1846470866535075,2.865481983610796,58.48262453323591,52.81914692705338,1650.0,3.8,85.0
LOT-A-190,LOT-A,1420.7600602909642,1362.6421107214144,2.388039344828203,2.8389305530788196,64.91491910119554,57.21332932674796,1650.0,3.8,85.0
LOT-B-191,LOT-B,1419.5097887372801,1521.7026084938009,2.4955534226203,2.5013179816428988,66.752281525371,75.02788328952174,1650.0,3.8,85.0
LOT-C-192,LOT-C,1501.8629311031896,1452.8554407003644,2.506406452795447,2.6974655331514295,59.242856765704445,58.52401847822803,1650.0,3.8,85.0
LOT-A-193,LOT-A,1452.0979633395752,1407.217128362549,2.381561274289479,2.530759372797469,72.53466794847321,59.50006502511414,1650.0,3.8,85.0
LOT-B-194,LOT-B,1445.1284427211626,1440.0992786374495,2.531193160012599,2.8349517861067595,59.792824242680055,59.63964545850635,1650.0,3.8,85.0
LOT-C-195,LOT-C,1384.371575362734,1408.0994111342804,2.560932250372978,2.514607053383425,57.43054702292228,61.74799286052117,1650.0,3.8,85.0
LOT-A-196,LOT-A,1451.2589179116105,1468.154515127575,2.2219816941484423,2.41985918154948,53.81704369996906,58.088486729481666,1650.0,3.8,85.0
LOT-B-197,LOT-B,1514.7086263271538,1355.0980917468164,2.298659234209792,2.570143433390162,60.31542839602833,59.70165964018263,1650.0,3.8,85.0
LOT-C-198,LOT-C,1447.5568587045068,1446.7914531369042,2.37536477852043,1.899132121231323,61.336683674200714,59.48097035562969,1650.0,3.8,85.0
LOT-A-199,LOT-A,1428.0905650074585,1456.532940060341,2.5922186251441697,2.7869687469573994,59.766141243595,67.84281305058455,1650.0,3.8,85.0
LOT-B-200,LOT-B,1496.9491013049596,1494.7387928309345,2.81693038164343,2.453381598105948,61.21640638217032,67.37773866315344,1650.0,3.8,85.0
LOT-C-201,LOT-C,1395.3390273948787,1455.7960199852703,2.2408323023490255,2.3819875037243494,54.16318498445639,59.314441762724925,1650.0,3.8,85.0
LOT-A-202,LOT-A,1449.1802428217154,1484.3150333119315,2.697007976822415,2.474295528001308,61.148202392469635,59.5958078210232,1650.0,3.8,85.0
LOT-B-203,LOT-B,1466.0942598790455,1436.6017239786834,2.581765361744701,3.060539777320308,61.85431269232184,56.46243397138186,1650.0,3.8,85.0
LOT-C-204,LOT-C,1415.5659822788461,1385.757807463862,2.0408670931755064,2.9176866315153496,63.019968080563174,56.35518017159393,1650.0,3.8,85.0
LOT-A-205,LOT-A,1476.1452866412048,1499.935744711313,2.292037632769241,2.2836829314761964,60.48180029381773,64.8376505981946,1650.0,3.8,85.0
LOT-B-206,LOT-B,1475.5988060102547,1496.65310719769,2.7637434617739496,2.8793292314326333,68.12864644301033,66.60852261206166,1650.0,3.8,85.0
LOT-C-207,LOT-C,1388.7637358267207,1441.499502360428,2.494176153787015,2.377399595197536,66.10067384705886,61.80699433072813,1650.0,3.8,85.0
LOT-A-208,LOT-A,1412.9701188014517,1507.6605579764407,2.599801292941901,2.570161210944122,66.17019091156928,68.49391092487632,1650.0,3.8,85.0
LOT-B-209,LOT-B,1463.641432438908,1343.7782204064397,2.1973231647996836,2.353894678534941,57.57109597199089,64.43378393942548,1650.0,3.8,85.0
LOT-C-210,LOT-C,1497.6880853140538,1426.6339654213032,2.0595501990987377,3.1489711394913598,59.9685307725611,57.705064853847716,1650.0,3.8,85.0
LOT-A-211,LOT-A,1459.5070899847383,1464.8786684267604,2.188484973095798,2.7529451438682453,59.80706252770997,59.16213069766518,1650.0,3.8,85.0
LOT-B-212,LOT-B,1457.1436347409945,1479.372297039248,2.20984455264159,2.6058001779245497,61.57928762267593,76.77483815375987,1650.0,3.8,85.0
LOT-C-213,LOT-C,1421.6576127534763,1505.1352072226596,2.3842961134683343,2.459436158824867,65.24749300191397,67.70175566274037,1650.0,3.8,85.0
LOT-A-214,LOT-A,1500.6806256381356,1460.8033728756766,2.2198810830726226,2.3279532466611,64.29343935897508,66.23022939185638,1650.0,3.8,85.0
LOT-B-215,LOT-B,1505.9220376278597,1464.5740791275853,2.7180504795773213,2.9853667311308665,62.741602450389976,56.51787433752378,1650.0,3.8,85.0
LOT-C-216,LOT-C,1402.8289165399767,1386.6122795359986,2.87747711430423,2.228829249654739,67.5432870443553,66.2529399843502,1650.0,3.8,85.0
LOT-A-217,LOT-A,1518.6107650735619,1489.1299404184892,2.3692889216359796,2.435990255874154,62.38325473975766,64.32372647392462,1650.0,3.8,85.0
LOT-B-218,LOT-B,1428.7702531550633,1445.6296115012765,2.882796018600718,1.955315740535791,63.163196627870875,59.23732181189045,1650.0,3.8,85.0
LOT-C-219,LOT-C,1457.4814833121952,1482.2739425587445,2.3827169458626924,2.7473558143514887,54.845722693771165,68.70284882952772,1650.0,3.8,85.0
LOT-A-220,LOT-A,1425.8748302940753,1473.1411389312793,2.454734428792941,1.6726201026803884,58.597711453384,64.53638932929638,1650.0,3.8,85.0
LOT-B-221,LOT-B,1512.159043262765,1459.0652680079543,2.4773087639312217,2.0479410913185965,68.44016013435571,71.99326187738414,1650.0,3.8,85.0
LOT-C-222,LOT-C,1451.143001724959,1437.770203974755,1.914285085257102,2.7826627388660774,74.1602569656159,66.87043145149651,1650.0,3.8,85.0
LOT-A-223,LOT-A,1500.548140726128,1469.767666335743,2.104495234029373,2.9277352419263565,56.444412952386266,62.5098749433837,1650.0,3.8,85.0
LOT-B-224,LOT-B,1461.154069800101,1484.0822057526195,2.524795699629289,2.623787040266692,58.57330369207057,57.439954354385854,1650.0,3.8,85.0
LOT-C-225,LOT-C,1452.4592267305284,1417.1718193557983,-1193.095511842049,2.0948971291193788,59.79442186622099,54.792879357182166,1650.0,3.8,85.0
LOT-A-226,LOT-A,1396.101251886225,1378.3242489790914,2.454677839134499,2.630554953445894,71.03213433432272,56.4616099436078,1650.0,3.8,85.0
LOT-B-227,LOT-B,1422.8161216436135,1485.3296783515577,2.334967858503313,2.395360659613504,69.69126366502799,61.909491050252576,1650.0,3.8,85.0
LOT-C-228,LOT-C,1403.7522052266397,1391.6885216855885,2.50070829669418,2.5976773130899096,55.8273393337122,-1136.6800252774049,1650.0,3.8,85.0
LOT-A-229,LOT-A,1471.3885055126245,1471.2452044460558,2.207033374918803,2.699109184592635,64.57334564280752,55.119515781018144,1650.0,3.8,85.0
LOT-B-230,LOT-B,1437.5174499820516,1464.4352748270871,2.2280772893508036,1.8155418019303338,60.72643375340245,67.03483785172463,1650.0,3.8,85.0
LOT-C-231,LOT-C,1513.2162234325253,1354.9871282273323,3.1839964036692807,2.139316374070634,66.30636891860509,69.30073093151164,1650.0,3.8,85.0
LOT-A-232,LOT-A,1489.3206920053522,1453.2839761415357,2.051574701193623,2.700498812155543,58.7814507045102,51.64333376584475,1650.0,3.8,85.0
LOT-B-233,LOT-B,1563.155945348651,1476.740284922348,2.9454231385459617,2.2082807016017783,68.60376270535355,70.97238504330028,1650.0,3.8,85.0
LOT-C-234,LOT-C,1512.181980980047,1446.1093340050895,2.0392613868772203,2.4432599018036365,52.087538988050284,55.500541769803384,1650.0,3.8,85.0
LOT-A-235,LOT-A,1453.6775512460108,1405.3612644377363,2.350665943363575,2.465120079551565,70.6882717183328,69.59884487782944,1650.0,3.8,85.0
LOT-B-236,LOT-B,1448.205096633487,1497.7737804351125,2.1660860565928974,2.3921929522896415,66.09600939552828,57.664195285416326,1650.0,3.8,85.0
LOT-C-237,LOT-C,1438.840770867991,1391.5244738763022,2.435241722348391,3.022405041788619,58.61556399904563,64.561633630795,1650.0,3.8,85.0
LOT-A-238,LOT-A,1414.1071239345401,1398.7189443839036,2.029245143897476,2.965520666051073,72.63095961777917,65.7703054149362,1650.0,3.8,85.0
LOT-B-239,LOT-B,1421.3482812345064,1476.6054486424139,2.29970294209709,2.7564474712119593,63.30947137189748,64.81460950901892,1650.0,3.8,85.0
LOT-C-240,LOT-C,1474.2910423750113,1422.6612672469594,2.2786896530661416,1.9492014111827347,60.01158751345943,56.81503635669527,1650.0,3.8,85.0
LOT-A-241,LOT-A,2650.982651270866,1406.7795001257773,2.4303703260963925,2.6450365780530367,55.609448430208055,59.677588257043965,1650.0,3.8,85.0
LOT-B-242,LOT-B,1412.2675239265848,1478.3527238532945,2.9119086082160472,2.772491716918314,60.427614825353935,70.3855300312898,1650.0,3.8,85.0
LOT-C-243,LOT-C,1389.4356905423492,1509.9730381893798,2.203135738109455,1.6103061711504902,73.92862132588141,70.91670844932074,1650.0,3.8,85.0
LOT-A-244,LOT-A,1408.7246509151958,1454.0983631989127,2.33565016432404,2.5327106570543783,55.32521103106445,60.29697828146607,1650.0,3.8,85.0
LOT-B-245,LOT-B,1468.7184513099048,1456.353239138134,2.759771553001988,2.52552008237667,72.571497586541,60.13606168130736,1650.0,3.8,85.0
LOT-C-246,LOT-C,1460.3732956781416,1366.5146483707945,2.0240600613706365,2.925128307498038,57.757387546346045,65.99417331780673,1650.0,3.8,85.0
LOT-A-247,LOT-A,1447.529165705944,1403.128943777122,2.295525217743852,2.3354452369130496,59.80685359193928,67.04195859135898,1650.0,3.8,85.0
LOT-B-248,LOT-B,1476.0937821766631,1422.7481207416636,2.1278691588482337,2.590347947045861,61.549930647122316,68.33292757351397,1650.0,3.8,85.0
LOT-C-249,LOT-C,1556.2117428245356,1482.4028262458412,2.389580918680738,2.4449459293187017,58.14487645791125,59.23863791340185,1650.0,3.8,85.0
LOT-A-250,LOT-A,1409.863379579957,1430.3959228009742,2.271856966271748,2.737993826099785,60.204504432497956,62.571986332750434,1650.0,3.8,85.0
LOT-B-251,LOT-B,1401.2690389777674,1516.0721764262742,2.5520959228759668,3.0724394141516522,65.5859860641621,70.50128897399247,1650.0,3.8,85.0
LOT-C-252,LOT-C,1440.0604989822014,1477.12075393419,3.2116519108528365,2.1084689722861394,67.293210297789,71.4803378265361,1650.0,3.8,85.0
LOT-A-253,LOT-A,1466.8451031083769,1479.138922300109,2.7838903403139157,2.2855055468910503,63.87835277664751,59.32637680259186,1650.0,3.8,85.0
LOT-B-254,LOT-B,1422.350118347143,1420.4743646843135,2.356119518192342,2.547928204314708,64.08364925158371,56.68072915786783,1650.0,3.8,85.0
LOT-C-255,LOT-C,1531.0710168736218,1496.708216183763,2.623068830817827,2.3827102746858535,61.58911999969596,66.1374821769763,1650.0,3.8,85.0
LOT-A-256,LOT-A,1466.8575994558114,1374.7153776007733,2.627783779281019,3.4562392282890584,53.480195224315565,68.29248482168023,1650.0,3.8,85.0
LOT-B-257,LOT-B,1465.1400790030382,1442.1945607721152,2.8221047220066935,2.111649179814332,62.75192746750331,70.55918686406284,1650.0,3.8,85.0
LOT-C-258,LOT-C,1441.9160582066982,1428.970952612884,2.435393166719384,2.353838288638455,69.15125928632119,59.12031546374556,1650.0,3.8,85.0
LOT-A-259,LOT-A,1485.8772508132229,1392.9592804182098,2.606271720816555,2.465504169735882,50.05177112905154,63.471127179237456,1650.0,3.8,85.0
LOT-B-260,LOT-B,1406.1286503490298,1427.8151764710638,2.8744655395947714,2.1324540521469864,57.09522308423034,70.46014942729747,1650.0,3.8,85.0
LOT-C-261,LOT-C,1454.767876818728,1513.5586985388459,2.4997822122347673,2.209739305085949,61.693246826651105,69.44140362310198,1650.0,3.8,85.0
LOT-A-262,LOT-A,1488.7002089940454,1447.038284347184,2.4150431012137297,2.462975859163143,59.323997729391465,72.83363482206317,1650.0,3.8,85.0
LOT-B-263,LOT-B,1450.2957268065952,1398.1578170107205,2.2528747354148133,2.738982355444557,64.96801744345234,62.83730453703593,1650.0,3.8,85.0
LOT-C-264,LOT-C,1422.5097217346083,1448.0324490794706,1.883793734984096,2.071698171186745,65.6962981736279,61.18398666438193,1650.0,3.8,85.0
LOT-A-265,LOT-A,1465.4193573557086,1499.608886388977,2.6003737477499524,2.5067806890617965,71.8459183903882,66.72654434313951,1650.0,3.8,85.0
LOT-B-266,LOT-B,1435.4215862423207,1478.613262511189,2.5258039481690306,2.218404488869977,62.33756841834867,62.70276625816057,1650.0,3.8,85.0
LOT-C-267,LOT-C,1369.1379062518624,1439.5554387946356,2.312683396143027,2.3557954127921352,54.39006440813765,61.78614491421995,1650.0,3.8,85.0
LOT-A-268,LOT-A,1448.367916371019,1451.4014127097614,2.0497921198628077,2.7080725309090967,56.37647888691541,62.41880628905592,1650.0,3.8,85.0
LOT-B-269,LOT-B,1503.666348818269,1417.1061933156243,2.2424994966093634,2.853072984748024,60.22378927332133,62.06529498981609,1650.0,3.8,85.0
LOT-C-270,LOT-C,1459.0943474003886,1492.293602472776,1.7206122267130595,2.2276252311890863,57.342889516337145,58.262256638907765,1650.0,3.8,85.0
LOT-A-271,LOT-A,1414.8886609862116,1410.8149710259802,2.4927648153600703,2.2081191374490636,62.5651292508265,65.43367670189792,1650.0,3.8,85.0
LOT-B-272,LOT-B,1420.077872772725,1452.6227993673626,2.9032557346338246,2.6056172685478747,59.061592592630404,63.18735312792801,1650.0,3.8,85.0
LOT-C-273,LOT-C,1412.4823186883136,1458.639721129179,2.6647347418342022,2.231857825679275,61.03725274123856,68.84529186295246,1650.0,3.8,85.0
LOT-A-274,LOT-A,1429.6605716322927,1455.0683051264302,2.0861607599835663,2.23222855128225,59.64441564696137,73.72870410910718,1650.0,3.8,85.0
LOT-B-275,LOT-B,1433.637994346539,1424.7417351850759,2.231041941456858,2.447007246701353,64.95168553258816,64.39060505391659,1650.0,3.8,85.0
LOT-C-276,LOT-C,1532.312586988016,1455.9793667627823,2.8342212448069706,2.588547557127955,64.72511674301352,56.715080283347426,1650.0,3.8,85.0
LOT-A-277,LOT-A,1444.9176220744328,1444.1041948935904,2.3271128979307583,1.8110788392989225,65.96281007842695,61.680393450493746,1650.0,3.8,85.0
LOT-B-278,LOT-B,1432.4771471101474,1436.2827986363134,2.3315762433376688,2.6302714946524004,56.28035486795631,59.12410233249012,1650.0,3.8,85.0
LOT-C-279,LOT-C,1461.6253318359759,1453.1144780754553,-1199.6148247713827,2.3163480301948858,58.24508883573533,63.225730729690355,1650.0,3.8,85.0
LOT-A-280,LOT-A,1497.2292989276577,1402.56186844208,2.8569954139950484,2.770074068921737,59.961663182105276,67.18045191467651,1650.0,3.8,85.0
LOT-B-281,LOT-B,1391.3638633255166,1374.2738523032278,2.0130653231546463,2.3688811310994584,60.53565513972644,61.07883063942945,1650.0,3.8,85.0
LOT-C-282,LOT-C,1453.9769076225903,1357.3235358758154,2.5486048219054633,2.045823814754454,59.02617227648606,61.5596028084229,1650.0,3.8,85.0
LOT-A-283,LOT-A,1403.7515745303008,1389.4180139172213,2.098175500435708,2.4961844345148227,64.65491980576746,66.15190533520855,1650.0,3.8,85.0
LOT-B-284,LOT-B,1410.2203584691804,1413.753759775098,2.1238190506050216,2.6439399398708727,52.831609187666515,69.32019452473648,1650.0,3.8,85.0
LOT-C-285,LOT-C,1430.6078049884134,1414.0919557203838,2.501836138772269,2.830438097634033,63.54162465598217,68.44789894939748,1650.0,3.8,85.0
LOT-A-286,LOT-A,1455.3743526661506,1498.6448214397249,2.773548011585609,2.468166787413739,68.47642649567129,64.27424839617343,1650.0,3.8,85.0
LOT-B-287,LOT-B,1453.4757288120811,1408.2981058412095,2.3133659982638415,2.7488264786699466,56.093088906186175,66.5532328438288,1650.0,3.8,85.0
LOT-C-288,LOT-C,1463.9446380507786,1458.657579482505,1.7380523413728097,2.4669622657169286,64.91717003460931,59.91411170248455,1650.0,3.8,85.0
LOT-A-289,LOT-A,1453.6122679639113,1347.1209226991348,2.6014179108865405,2.288021500903762,65.92110626405027,54.83890450311854,1650.0,3.8,85.0
LOT-B-290,LOT-B,1477.6906955330257,1437.0485499186027,2.642281139300688,2.203772868124128,59.21694338865551,74.03952132066595,1650.0,3.8,85.0
LOT-C-291,LOT-C,1416.8019139825108,1417.346857288869,2.317025388850475,2.172781207737483,67.35705553857632,71.60756257675999,1650.0,3.8,85.0
LOT-A-292,LOT-A,1421.8357573366666,1374.5066484814417,2.751593190897226,2.854684963773353,65.69746636480365,68.93560374331989,1650.0,3.8,85.0
LOT-B-293,LOT-B,1415.2989893670479,1439.9231508357786,1.9847671186978353,2.04618789453254,66.41495588271289,60.34200766651739,1650.0,3.8,85.0
LOT-C-294,LOT-C,1541.1828637608023,1450.115564619268,2.2078725554298857,2.7553232651860347,70.10568060919718,65.7848155092982,1650.0,3.8,85.0
LOT-A-295,LOT-A,1401.314193168254,1462.5821176791726,2.8126794183200188,2.3421628963115855,58.518611191649256,68.27730518340564,1650.0,3.8,85.0
LOT-B-296,LOT-B,1455.5987096200793,1400.693231687325,2.286076019525537,2.258188002890894,63.33320899191689,64.01551721341963,1650.0,3.8,85.0
LOT-C-297,LOT-C,1496.0178817224091,1476.8059317632124,1.930939801791188,2.6302369700656882,66.03619543853033,65.64263255505456,1650.0,3.8,85.0
LOT-A-298,LOT-A,1491.2023863711793,1423.9177663078563,2.1147504518142446,2.7976224080775993,57.2054089783143,53.350173595944796,1650.0,3.8,85.0
LOT-B-299,LOT-B,1491.0119977862807,1416.5842331219144,2.3081801396971,2.0526466085662682,56.03512585847695,58.06403244271464,1650.0,3.8,85.0
LOT-C-300,LOT-C,1435.5740059307275,1462.539961198549,1.7106566352727777,2.740695415877767,56.6810082674513,58.48833473761591,1650.0,3.8,85.0
